epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,344.07,0.85375,0.71761,1.3847,0.79421,0.78119,0.83911,0.61323,0.91179,0.80294,1.43992,0.0765323,0.000442337,0.000442337
2,679.669,0.85857,0.71753,1.38547,0.77112,0.77715,0.81707,0.59049,0.93155,0.8466,1.45971,0.0529098,0.000798076,0.000798076
3,1014.52,0.8492,0.70711,1.38151,0.79527,0.78491,0.83618,0.60932,0.91216,0.80062,1.43498,0.0291993,0.00106583,0.00106583
4,1348.22,0.85249,0.69771,1.38011,0.79506,0.77463,0.8314,0.60575,0.92943,0.79896,1.44728,0.00540092,0.00124561,0.00124561
5,1683.7,0.84176,0.68324,1.37242,0.76744,0.76868,0.8206,0.59565,0.91559,0.84746,1.43609,0.00111615,0.00111615,0.00111615
6,2017.91,0.83203,0.65667,1.36738,0.80319,0.78606,0.84067,0.61823,0.90326,0.7724,1.43367,0.000932687,0.000932687,0.000932687
7,2353.14,0.81019,0.6279,1.35282,0.80296,0.7949,0.84209,0.61804,0.8997,0.76515,1.42621,0.000749224,0.000749224,0.000749224
8,2686.33,0.79827,0.60952,1.34896,0.81429,0.79493,0.8472,0.62779,0.89196,0.75275,1.43179,0.000565761,0.000565761,0.000565761
9,3020.09,0.78429,0.59001,1.34124,0.81712,0.80093,0.85294,0.63218,0.88454,0.73146,1.42955,0.000382299,0.000382299,0.000382299
10,3353.36,0.77443,0.57224,1.33294,0.82178,0.79972,0.85323,0.63428,0.88346,0.72406,1.42686,0.000198836,0.000198836,0.000198836
