epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,7341.82,0.93856,0.64598,0.92973,0.76585,0.71477,0.77771,0.55401,0.92371,0.63577,0.91899,0.000990365,0.000990365,0.000990365
43,7516.56,0.94565,0.64956,0.93189,0.7705,0.72239,0.77773,0.55449,0.93047,0.65048,0.92158,0.000973861,0.000973861,0.000973861
44,7691.63,0.93742,0.6444,0.92835,0.75374,0.72236,0.77669,0.55515,0.92775,0.64638,0.92137,0.000957358,0.000957358,0.000957358
45,7865.53,0.92853,0.63647,0.92555,0.75782,0.71538,0.77304,0.55118,0.9258,0.64702,0.91825,0.000940855,0.000940855,0.000940855
46,8039.38,0.92116,0.63259,0.92682,0.7638,0.72567,0.7821,0.55879,0.92312,0.6396,0.92063,0.000924352,0.000924352,0.000924352
47,8213.67,0.92909,0.62758,0.92307,0.75709,0.72086,0.77607,0.55482,0.9244,0.64483,0.92004,0.000907848,0.000907848,0.000907848
48,8387.12,0.91648,0.61823,0.92042,0.75709,0.72413,0.77836,0.55568,0.91929,0.6411,0.91513,0.000891345,0.000891345,0.000891345
49,8560.13,0.93112,0.63303,0.92546,0.76781,0.72527,0.78056,0.55935,0.92166,0.63123,0.92137,0.000874842,0.000874842,0.000874842
50,8734.65,0.92086,0.6258,0.92253,0.76712,0.73093,0.78202,0.55949,0.91798,0.62952,0.91899,0.000858338,0.000858338,0.000858338
51,8910.4,0.90999,0.61156,0.9177,0.77149,0.72613,0.7815,0.56181,0.91672,0.63126,0.91708,0.000841835,0.000841835,0.000841835
52,9083.73,0.92081,0.61332,0.9205,0.76942,0.72951,0.78375,0.56252,0.919,0.63281,0.9197,0.000825332,0.000825332,0.000825332
53,9258.98,0.91452,0.60965,0.91794,0.7734,0.72023,0.78128,0.55984,0.92066,0.63827,0.91967,0.000808828,0.000808828,0.000808828
54,9433.66,0.91369,0.61091,0.91713,0.76786,0.72439,0.78328,0.56364,0.91728,0.62632,0.91843,0.000792325,0.000792325,0.000792325
55,9607.54,0.9078,0.59958,0.91835,0.76882,0.72684,0.78528,0.56555,0.91534,0.63137,0.91874,0.000775822,0.000775822,0.000775822
56,9781.38,0.9014,0.59582,0.9158,0.77579,0.72929,0.78712,0.56798,0.90405,0.61005,0.91578,0.000759318,0.000759318,0.000759318
57,9954.9,0.89597,0.59693,0.91348,0.77212,0.73572,0.79063,0.56953,0.90964,0.60613,0.91733,0.000742815,0.000742815,0.000742815
58,10128.7,0.89962,0.59012,0.91586,0.78139,0.72971,0.78665,0.56755,0.91089,0.61131,0.91848,0.000726312,0.000726312,0.000726312
59,10303.7,0.8871,0.59005,0.91349,0.76902,0.73289,0.78694,0.56724,0.90731,0.6162,0.91586,0.000709809,0.000709809,0.000709809
60,10478.8,0.88502,0.57858,0.90965,0.77885,0.73023,0.78809,0.56912,0.90159,0.60946,0.91659,0.000693305,0.000693305,0.000693305
61,10652.6,0.88378,0.5734,0.91006,0.77963,0.73338,0.79309,0.57314,0.90084,0.6033,0.91297,0.000676802,0.000676802,0.000676802
62,10827,0.8902,0.58181,0.91111,0.77866,0.7258,0.7885,0.56901,0.90556,0.60762,0.91668,0.000660299,0.000660299,0.000660299
63,11001.4,0.87245,0.57188,0.90698,0.77369,0.73286,0.79016,0.56994,0.90399,0.60282,0.91667,0.000643795,0.000643795,0.000643795
64,11176.3,0.87173,0.56637,0.90692,0.78361,0.73339,0.79461,0.5751,0.89544,0.59556,0.9137,0.000627292,0.000627292,0.000627292
65,11349.6,0.87813,0.56492,0.9073,0.77134,0.74225,0.79448,0.5746,0.89813,0.59979,0.91617,0.000610789,0.000610789,0.000610789
66,11523.8,0.87846,0.56353,0.90908,0.7725,0.73568,0.79218,0.57378,0.89977,0.59655,0.91871,0.000594286,0.000594286,0.000594286
67,11698,0.87175,0.55994,0.90526,0.78737,0.72951,0.79244,0.57498,0.89434,0.59746,0.91469,0.000577782,0.000577782,0.000577782
68,11872.5,0.87247,0.55934,0.90418,0.7853,0.73695,0.79642,0.57668,0.89635,0.59351,0.91493,0.000561279,0.000561279,0.000561279
69,12046.7,0.86553,0.55591,0.90212,0.77812,0.74335,0.79901,0.5791,0.89651,0.59215,0.91439,0.000544776,0.000544776,0.000544776
70,12221.4,0.8592,0.5478,0.90117,0.78928,0.7285,0.79508,0.57367,0.90285,0.60278,0.9161,0.000528272,0.000528272,0.000528272
71,12395.1,0.86897,0.55084,0.90479,0.7831,0.7425,0.7981,0.57917,0.89294,0.58789,0.9131,0.000511769,0.000511769,0.000511769
72,12568.4,0.85679,0.5408,0.89918,0.78949,0.73632,0.79672,0.57796,0.89496,0.59526,0.91541,0.000495266,0.000495266,0.000495266
73,12742,0.85815,0.54115,0.89953,0.78479,0.74129,0.79839,0.57889,0.89419,0.5915,0.9145,0.000478762,0.000478762,0.000478762
74,12915.9,0.85343,0.54081,0.90148,0.79286,0.73143,0.79636,0.57952,0.89471,0.58922,0.91705,0.000462259,0.000462259,0.000462259
75,13090.4,0.84762,0.53445,0.90078,0.78544,0.74018,0.79666,0.57926,0.89165,0.58886,0.91394,0.000445756,0.000445756,0.000445756
76,13264.4,0.84254,0.52933,0.89529,0.79525,0.73692,0.79868,0.58085,0.89029,0.58254,0.91394,0.000429253,0.000429253,0.000429253
77,13439.6,0.8528,0.5306,0.89717,0.79139,0.73319,0.79821,0.58138,0.8911,0.58668,0.91476,0.000412749,0.000412749,0.000412749
78,13614.1,0.84071,0.52536,0.8957,0.79062,0.73648,0.79943,0.58108,0.8926,0.58745,0.91387,0.000396246,0.000396246,0.000396246
79,13788.4,0.83542,0.52021,0.8949,0.78461,0.74023,0.79798,0.5796,0.89401,0.58775,0.9146,0.000379743,0.000379743,0.000379743
80,13963,0.8377,0.51591,0.89681,0.78686,0.74138,0.80168,0.58341,0.88925,0.57742,0.91398,0.000363239,0.000363239,0.000363239
81,14137.6,0.82786,0.50945,0.89087,0.78757,0.7442,0.80191,0.58421,0.88838,0.57304,0.9144,0.000346736,0.000346736,0.000346736
82,14311.8,0.83924,0.51768,0.89422,0.78444,0.74455,0.8018,0.58335,0.88743,0.57921,0.91452,0.000330233,0.000330233,0.000330233
83,14484.5,0.82623,0.51209,0.89193,0.79522,0.73823,0.80204,0.58417,0.88616,0.57483,0.91263,0.000313729,0.000313729,0.000313729
84,14658.8,0.828,0.50774,0.89173,0.78298,0.74351,0.7999,0.58372,0.88881,0.57878,0.91467,0.000297226,0.000297226,0.000297226
85,14833.3,0.82553,0.50511,0.89072,0.79195,0.7368,0.8031,0.58485,0.88666,0.57838,0.91511,0.000280723,0.000280723,0.000280723
86,15007.7,0.81827,0.49902,0.88879,0.78609,0.73884,0.80288,0.58443,0.88843,0.57803,0.91664,0.00026422,0.00026422,0.00026422
87,15181.3,0.83169,0.50221,0.89156,0.79361,0.73694,0.80311,0.58532,0.88809,0.57637,0.91712,0.000247716,0.000247716,0.000247716
88,15356.1,0.82349,0.49679,0.88739,0.78653,0.74386,0.80141,0.58421,0.88902,0.57662,0.91664,0.000231213,0.000231213,0.000231213
89,15530,0.81575,0.49339,0.88618,0.79008,0.74149,0.80326,0.58562,0.8861,0.57239,0.91762,0.00021471,0.00021471,0.00021471
90,15704.7,0.82038,0.49683,0.88992,0.7842,0.7452,0.80202,0.58451,0.88916,0.57492,0.91848,0.000198206,0.000198206,0.000198206
91,15880,0.79793,0.47096,0.86762,0.7827,0.73651,0.7967,0.58015,0.89552,0.58418,0.92149,0.000181703,0.000181703,0.000181703
92,16052.6,0.79265,0.46219,0.8694,0.79399,0.73032,0.79688,0.58169,0.89322,0.58168,0.92109,0.0001652,0.0001652,0.0001652
93,16226.1,0.78212,0.45695,0.86574,0.79004,0.74159,0.7996,0.58267,0.89376,0.57586,0.92054,0.000148696,0.000148696,0.000148696
94,16400.2,0.77769,0.45105,0.86186,0.79206,0.73785,0.799,0.58228,0.89026,0.57759,0.91899,0.000132193,0.000132193,0.000132193
95,16574.8,0.77608,0.44801,0.86265,0.79188,0.73835,0.8006,0.58373,0.89047,0.57565,0.91954,0.00011569,0.00011569,0.00011569
96,16747.7,0.77209,0.44819,0.86164,0.78276,0.74422,0.79992,0.58348,0.88812,0.57655,0.9188,9.91865e-05,9.91865e-05,9.91865e-05
97,16920.5,0.77157,0.44447,0.86254,0.78368,0.74564,0.80148,0.58383,0.88742,0.57623,0.91898,8.26832e-05,8.26832e-05,8.26832e-05
98,17093.4,0.77342,0.44307,0.86269,0.78013,0.74962,0.80243,0.58511,0.8862,0.57465,0.9176,6.61799e-05,6.61799e-05,6.61799e-05
99,17265.4,0.76745,0.43904,0.8601,0.78237,0.74613,0.80091,0.58483,0.88711,0.57406,0.91887,4.96766e-05,4.96766e-05,4.96766e-05
